uid,title,abstract,year,venue,authors,doi,arxiv_id,url,source,query,query_role,family,advisor_seed,citation_count,matched_terms,retrieved_at,relevance_score,hostile_score
arxiv:2604.07430v1,HY-Embodied-0.5: Embodied Foundation Models for Real-World Agents,"We introduce HY-Embodied-0.5, a family of foundation models specifically designed for real-world embodied agents. To bridge the gap between general Vision-Language Models (VLMs) and the demands of embodied agents, our models are developed to enhance the core capabilities required by embodied intelligence: spatial and temporal visual perception, alongside advanced embodied reasoning for prediction, interaction, and planning. The HY-Embodied-0.5 suite comprises two primary variants: an efficient model with 2B activated parameters designed for edge deployment, and a powerful model with 32B activated parameters targeted for complex reasoning. To support the fine-grained visual perception essential for embodied tasks, we adopt a Mixture-of-Transformers (MoT) architecture to enable modality-specific computing. By incorporating latent tokens, this design effectively enhances the perceptual repr",2026,arXiv,Tencent Robotics X; HY Vision Team; :; Xumin Yu; Zuyan Liu; Ziyi Wang; He Zhang; Yongming Rao; Fangfu Liu; Yani Zhang; Ruowen Zhao; Oran Wang; Yves Liang; Haitao Lin; Minghui Wang; Yubo Dong; Kevin Cheng; Bolin Ni; Rui Huang; Han Hu,,2604.07430v1,http://arxiv.org/abs/2604.07430v1,arxiv,vision language action model limitation robotics,hostile,failure,,,vision language action model; embodied agent; limitation; benchmark; deployment,2026-06-12T14:45:03Z,20.850,28.850
doi:10.1016/j.aei.2026.104370,Physics-informed embodied intelligence in the foundation model era: Advancing robot manipulation for smart manufacturing,,2026,Advanced Engineering Informatics,Shufei Li; Cheng Liu; Jianzhuang Zhao; Pai Zheng; Xi Vincent Wang; Lihui Wang,10.1016/j.aei.2026.104370,,https://doi.org/10.1016/j.aei.2026.104370,crossref,robot foundation model failure mode,hostile,failure,,4,robot foundation model; robot manipulation; failure mode,2026-06-12T14:45:03Z,20.405,24.405
arxiv:2401.12963v2,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,"Foundation models that incorporate language, vision, and more recently actions have revolutionized the ability to harness internet scale data to reason about useful tasks. However, one of the key challenges of training embodied foundation models is the lack of data grounded in the physical world. In this paper, we propose AutoRT, a system that leverages existing foundation models to scale up the deployment of operational robots in completely unseen scenarios with minimal human supervision. AutoRT leverages vision-language models (VLMs) for scene understanding and grounding, and further uses large language models (LLMs) for proposing diverse and novel instructions to be performed by a fleet of robots. Guiding data collection by tapping into the knowledge of foundation models enables AutoRT to effectively reason about autonomy tradeoffs and safety while significantly scaling up data collec",2024,arXiv,Michael Ahn; Debidatta Dwibedi; Chelsea Finn; Montse Gonzalez Arenas; Keerthana Gopalakrishnan; Karol Hausman; Brian Ichter; Alex Irpan; Nikhil Joshi; Ryan Julian; Sean Kirmani; Isabel Leal; Edward Lee; Sergey Levine; Yao Lu; Isabel Leal; Sharath Maddineni; Kanishka Rao; Dorsa Sadigh; Pannag Sanketi,,2401.12963v2,http://arxiv.org/abs/2401.12963v2,arxiv,teleoperation data robot foundation model,concept,human_data,,,robot foundation model; teleoperation; deployment,2026-06-12T14:45:03Z,19.300,21.300
arxiv:2506.14697v3,AGENTSAFE: Benchmarking the Safety of Embodied Agents on Hazardous Instructions,"The integration of vision-language models (VLMs) is driving a new generation of embodied agents capable of operating in human-centered environments. However, as deployment expands, these systems face growing safety risks, particularly when executing hazardous instructions. Current safety evaluation benchmarks remain limited: they cover only narrow scopes of hazards and focus primarily on final outcomes, neglecting the agent's full perception-planning-execution process and thereby obscuring critical failure modes. Therefore, we present SAFE, a benchmark for systematically assessing the safety of embodied VLM agents on hazardous instructions. SAFE comprises three components: SAFE-THOR, an extensible adversarial simulation sandbox with a universal adapter that maps high-level VLM outputs to low-level embodied controls, supporting diverse agent workflow integration; SAFE-VERSE, a risk-aware ",2025,arXiv,Zonghao Ying; Le Wang; Yisong Xiao; Jiakai Wang; Yuqing Ma; Jinyang Guo; Zhenfei Yin; Mingchuan Zhang; Aishan Liu; Xianglong Liu,,2506.14697v3,http://arxiv.org/abs/2506.14697v3,arxiv,Gaussian splatting robot perception embodied agent,concept,architecture_x_embodiment,,,Gaussian splatting robot perception; embodied agent; failure mode; limitation; benchmark; deployment,2026-06-12T15:07:36Z,19.200,24.200
doi:10.1145/3765628,Towards Physics Aware Embodied Control with Graph based Object-centric Learning,"Understanding physics is crucial for intelligent robots and embodied agents to sense the world, move and manipulate objects, interact safely with their environment, and optimize motions and processes. In this paper, we propose GraphSlot , a slot-based object-centric learning framework that leverages graph neural networks to model object interactions. GraphSlot dynamically constructs graphs based on the spatial proximity of objects and external influence from gravity. Embedding information from neighbors is propagated between connected nodes. Through comprehensive experiments on simulation datasets, we demonstrate that GraphSlot achieves state-of-the-art performance with a remarkable enhancement of 8.5% in foreground Adjusted Rand Index (fg-ARI) comparing to the baseline SAVi-L model. As part of our evaluation, we design a real-world ball-catching game environment to test the physical int",2025,ACM Transactions on Cyber-Physical Systems,Hanwen Wan; Jiu Cheng; Yixuan Deng; Donghao Wu; Yifei Chen; Zexin Lin; Jialu Liu; Jiangfan Yu; Xiaoqiang Ji,10.1145/3765628,,https://doi.org/10.1145/3765628,crossref,object centric world model,concept,architecture,,,object centric world model; embodied agent,2026-06-12T15:07:36Z,19.000,21.000
doi:10.52202/079017-0865,GenRL: Multimodal-foundation world models for generalization in embodied agents,,2024,Advances in Neural Information Processing Systems 37,Aaron Courville; Bart Dhoedt; Pietro Mazzaglia; Sai Rajeswar; Tim Verbelen,10.52202/079017-0865,,https://doi.org/10.52202/079017-0865,crossref,embodied world model planning control,concept,world_models,,1,embodied agent; generalization,2026-06-12T15:07:36Z,18.747,19.747
arxiv:2604.11174v1,"EmbodiedGovBench: A Benchmark for Governance, Recovery, and Upgrade Safety in Embodied Agent Systems","Recent progress in embodied AI has produced a growing ecosystem of robot policies, foundation models, and modular runtimes. However, current evaluation remains dominated by task success metrics such as completion rate or manipulation accuracy. These metrics leave a critical gap: they do not measure whether embodied systems are governable -- whether they respect capability boundaries, enforce policies, recover safely, maintain audit trails, and respond to human oversight. We present EmbodiedGovBench, a benchmark for governance-oriented evaluation of embodied agent systems. Rather than asking only whether a robot can complete a task, EmbodiedGovBench evaluates whether the system remains controllable, policy-bounded, recoverable, auditable, and evolution-safe under realistic perturbations. The benchmark covers seven governance dimensions: unauthorized capability invocation, runtime drift ro",2026,arXiv,Xue Qin; Simin Luan; John See; Cong Yang; Zhijun Li,,2604.11174v1,http://arxiv.org/abs/2604.11174v1,arxiv,embodied world model planning control,concept,world_models,,,embodied agent; benchmark; robustness,2026-06-12T14:45:03Z,18.550,21.550
arxiv:2201.07207v2,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents,"Can world knowledge learned by large language models (LLMs) be used to act in interactive environments? In this paper, we investigate the possibility of grounding high-level tasks, expressed in natural language (e.g. ""make breakfast""), to a chosen set of actionable steps (e.g. ""open fridge""). While prior work focused on learning from explicit step-by-step examples of how to act, we surprisingly find that if pre-trained LMs are large enough and prompted appropriately, they can effectively decompose high-level tasks into mid-level plans without any further training. However, the plans produced naively by LLMs often cannot map precisely to admissible actions. We propose a procedure that conditions on existing demonstrations and semantically translates the plans to admissible actions. Our evaluation in the recent VirtualHome environment shows that the resulting method substantially improves ",2022,arXiv,Wenlong Huang; Pieter Abbeel; Deepak Pathak; Igor Mordatch,,2201.07207v2,http://arxiv.org/abs/2201.07207v2,arxiv,vision language action model,concept,architecture,,,vision language action model; embodied agent,2026-06-12T15:07:36Z,17.900,18.900
doi:10.3389/frobt.2024.1401677,SNN4Agents: a framework for developing energy-efficient embodied spiking neural networks for autonomous agents,"Recent trends have shown that autonomous agents, such as Autonomous Ground Vehicles (AGVs), Unmanned Aerial Vehicles (UAVs), and mobile robots, effectively improve human productivity in solving diverse tasks. However, since these agents are typically powered by portable batteries, they require extremely low power/energy consumption to operate in a long lifespan. To solve this challenge, neuromorphic computing has emerged as a promising solution, where bio-inspired Spiking Neural Networks (SNNs) use spikes from event-based cameras or data conversion pre-processing to perform sparse computations efficiently. However, the studies of SNN deployments for autonomous agents are still at an early stage. Hence, the optimization stages for enabling efficient embodied SNN deployments for autonomous agents have not been defined systematically. Toward this, we propose a novel framework called SNN4Age",2024,Frontiers in Robotics and AI,Rachmad Vidya Wicaksana Putra; Alberto Marchisio; Muhammad Shafique,10.3389/frobt.2024.1401677,,https://doi.org/10.3389/frobt.2024.1401677,crossref,neural simulator robotics,concept,architecture,,13,neural simulator robotics; deployment; latency,2026-06-12T15:07:36Z,17.770,18.770
doi:10.1140/epjc/s10052-025-14707-8,Large physics models: towards a collaborative approach with large language models and foundation models,"Abstract This paper explores the development and evaluation of physics-specific large-scale AI models, which we refer to as large physics models (LPMs). These models, based on foundation models such as large language models (LLMs) are tailored to address the unique demands of physics research. LPMs can function independently or as part of an integrated framework. This framework can incorporate specialized tools, including symbolic reasoning modules for mathematical manipulations, frameworks to analyse specific experimental and simulated data, and mechanisms for synthesizing insights from physical theories and scientific literature. We begin by examining whether the physics community should actively develop and refine dedicated models, rather than relying solely on commercial LLMs. We then outline how LPMs can be realized through interdisciplinary collaboration among experts in physics, c",2025,The European Physical Journal C,Kristian González Barman; S. Caron; Emily Sullivan; Henk W. de Regt; Roberto Ruiz de Austri; Mieke Boon; Michael Färber; Stefan Fröse; T. Golling; Luis Antonio Lucio López; Faegheh Hasibi; L. Heinrich; Andreas Ipp; Rukshak Kapoor; Gregor Kasieczka; Daniel Kostić; Michael Krämer; J. Marco; Sydney Otten; Paweł Pawłowski,10.1140/epjc/s10052-025-14707-8,,https://doi.org/10.1140/epjc/s10052-025-14707-8,openalex,energy based transformer robot policy,concept,ebm_transformer,,6,energy based transformer robot policy; benchmark,2026-06-12T18:05:07Z,17.673,19.673
